Ticker,Year,NET_INCOME,SALES_REV_TURN,CF_FREE_CASH_FLOW,TOT_STK_AWARDS_GIVEN_TO_EXECS,TOT_TOP_3_HIGHEST_STK_AW_AMT,2ND_HIGHEST_STK_AWARDS_AMT,2ND_HIGHEST_ALL_OTH_COMP_AMT_AW,3RD_HIGHEST_ALL_OTH_COMP_AMT_AW,2ND_HIGHEST_TOT_COMP_AMT_AW,SUSTAINALYTICS_SOCIAL_PERCENTILE,SUSTAINALYTICS_ENVIRONMENT_PCT,GICS Sector,State,
OXY,2017,207.8,3059.2,-369,24211806,16442534,3779806.5,4822465.5,4660665.5,6084965.5,81.50173548,76.0544772,Energy, California,
OMC,2017,287.74,3903.08,683.5,17610500,15780000,3400000,6250225,3613025,7665225,51.496621,53.92511913,Consumer Discretionary, New York,
OKE,2017,95.6692,2965.6736,220.2452,7636473,4920240,905188.5,1737109,1402382,2113245.5,84.80894272,57.66671572,Energy, Oklahoma,
ORCL,2017,2478.25,9726.25,836,93693750,66571875,22190625,39882279,39779965,40832279,90.90958909,96.55964416,Information Technology, California,
PCAR,2017,392.8,4705.42,231.78,4277528.5,3565395,800031,3155996.5,1822178,3904554.5,15.8482727,41.87252994,Industrials, Washington,
PKG,2017,155.84,1584.3,127.36,10223873,9140010.5,3211682,6603164,2198536,7529915,44.58459025,33.67584213,Materials, Illinois,
PH,2017,222.9678,3204.301,266.5746,12674549,9724864,2571744,6714992,3123784,7614992,53.62673936,56.2264212,Industrials, Ohio,
PAYX,2017,210.65,809.425,228.825,9544847,7031919,1364314,2574750,2450361,3071673,10.32830398,3.769691901,Information Technology, New York,
PYPL,2017,437,3215,527,44771803,35513420.5,10816486,13751671,6779921,14576671,70.23578612,52.51417234,Information Technology, California,
PNR,2017,159.5,1224.92,166.12,12761160,10652780,2420877,4996884,2951455,5698484,55.16315043,15.94210113,Industrials, UK,
PBCT,2017,82.6,405.14,121.8,3353126.5,2593556,447042.5,1198057,1113447,1661262,22.14868353,2.735740715,Financials, Connecticut,
PEP,2017,1251.6,16608,1946.8,20627906,16080053,3537193.5,10056255,9222157,11011543.5,75.1888096,93.39643843,Consumer Staples, New York,
PRGO,2017,-499.56,1201.54,108.02,9994596.5,8337936.5,2177910.5,3394175,1868382,4062600.5,53.55146743,41.16542393,Health Care, Ireland,
PFE,2017,4416.6,13234.6,3913.8,12409015,9334804,2513340,11531269,7709623,12361060.5,88.25460969,72.73718605,Health Care, New York,
PCG,2017,471.2,4369.6,-35.4,15975796.5,11625322.5,2625112.5,4227181.5,2898163.5,5088279.5,49.90286613,88.81176345,Utilities, California,
PM,2017,1549.2,7143.8,1815,21761674,17873085,3388853,6245959.5,5604065.5,7225483.5,59.56823654,76.77072651,Consumer Staples, New York,
PSX,2017,1053.8,21908.2,333.4,17731459.5,14404439.5,3796567.5,7211166.5,4583574.5,8305258.5,35.79259136,0,Energy, Texas,
PNW,2017,108.3404,860.899,-59.1624,8646335.5,7104896.5,1093509,5262928.5,2396528.5,5934983.5,53.43261491,58.43386112,Utilities, Arizona,
PXD,2017,157.8,1413,-117.6,20882031,17033541,3951226.5,5092690.5,4085457,5718789.5,33.50837054,29.00936876,Energy, Texas,
PNC,2017,1272.6,4446.4,1404,19297018.5,15869709.5,4574887.5,7537021.5,6388633.5,8131252.5,46.47320098,56.78273114,Financials, Pennsylvania,
RL,2017,-0.24,1586.62,285.9,29981942,25163276,9450557,11284332,6842542,13034332,31.89710717,33.03427022,Consumer Discretionary, New York,
PPG,2017,387,3633.4,328.4,9889669,8113255.5,2213179.5,4672853,2991331.5,5487436.5,70.05399094,57.0162526,Materials, Pennsylvania,
PPL,2017,318.6,1855.8,-185.2,13780903,10956969,2042964,3609439,3240948,4420659,39.64473107,46.4127342,Utilities, Pennsylvania,
PX,2017,330.6,2816.2,409.4,7879641,6536937,894276.5,5873060,3869667,5503703.5,81.45223712,95.45597057,Materials, Connecticut,
PFG,2017,525.68,3521.4,981.58,5694903,4185193,1135689.5,4783263.5,3128403.5,5453465.5,50.04238881,61.33271181,Financials, Iowa,
PG,2017,3592,16517.6,2488.6,19067039,15172493,3520417,5633574,5625164,8028801,34.80577394,33.74306853,Consumer Staples, Ohio,
PGR,2017,395.08,6587.44,1214.72,14242205.5,11697742.5,3320118.5,4688911,2519578.5,5282661,11.08452991,16.86565462,Financials, Ohio,
PLD,2017,418.9044,647.6498,-51.0002,35710539.5,23089226,4649672,5226856.5,4859408,6923731.5,86.26895153,94.66496752,Real Estate, California,
PRU,2017,1629.4,14547.8,2237.6,18156614.5,13239349,4627955,15573202,14036440,16763202,82.36029521,83.41010794,Financials, New Jersey,
PEG,2017,295.2,2234.6,-318.4,9750200.5,8612628,1250028.5,2147073.5,1796450,2745423.5,66.79712304,23.20722832,Utilities, New Jersey,
PSA,2017,371.1912,663.991,287.5166,17093590,13744540,4277440,7924140,2947000,8724140,21.33760074,18.58064675,Real Estate, California,
PHM,2017,144.0786,2213.4756,200.5536,16659195,12659166.5,2425013,3170108,2508368.5,3753954.5,41.80114757,1.923076923,Consumer Discretionary, Georgia,
PVH,2017,132.5,2130.9,72.55,10222082,9321292,1251912,3911120,3362078,4802787,43.69230769,66.44485536,Consumer Discretionary, New York,
QRVO,2017,-10.1034,755.4984,8.6144,13095869,11165407,4324853,4538640,2328715,4906424,31.14551387,9.128856143,Information Technology, North Carolina,
QCOM,2017,-1042.5,5590,1073.5,34875363,23675203,8000035,9291931,7999735,9296662,83.5080306,68.55585507,Information Technology, California,
DGX,2017,185.4,1897.6,219.8,8880359.5,7080189.5,1320027.5,2759237,2573834.5,3347506,41.88178341,60.72809197,Health Care, New Jersey,
RRC,2017,34.4874,600.211,-57.0308,17796138,13748963,3410078,4028593.5,3736662,4521593.5,55.84032086,18.48846105,Energy,Texas,
RJF,2017,151.0154,1658.0934,269.802,6500533,5188726,909688,1032146,989458,3937220,12.12015359,29.04332984,Financials, Florida,
RTN,2017,515.8,6325.4,625.2,20123943,15052347,2848833,8533558.5,5337015.5,9517851.5,60.50202614,65.04702793,Industrials, Massachusetts,
O,2017,82.2478,300.7224,-221.6464,11485275,9525182.5,2836383.5,4330381.5,2368707,4867881.5,14.35026416,12.88724149,Real Estate, California,
RHT,2017,84.2895,694.24225,198.09475,28736107,20935663,6978553,7344758,5311245,7874758,52.03927799,36.72175125,Information Technology, North Carolina,
REG,2017,47.4426,228.7778,-4.1792,6201711,5307647.5,1491006.5,2274753,1545888,2834753,64.93459468,70.9392739,Real Estate, Florida,
REGN,2017,290.3252,1419.8108,252.382,0,0,0,25459179,9431135.5,26533379,53.20328821,64.88289647,Health Care, New York,
RF,2017,311.6,1507.2,532.75,6441604,4969804.5,784545.5,3581451,3157954.5,4249584,19.81232143,20.08128492,Financials, Alabama,
RSG,2017,293.56,2484.12,244.02,12259772.5,10644289,1289144.5,2870536,2511791,3255704.5,14.26905758,36.59653148,Industrials, Arizona,
RMD,2017,72.3662,545.2438,94.937,14004453,11100000,4000000,5027355,2985480,5773700,92.33333474,65.96637381,Health Care, California,
RHI,2017,73.6744,1306.3724,94.8446,15446311,13326259.5,4293364,6748772.5,5848930,7013772.5,18.49090817,6.714175019,Industrials, California,
ROK,2017,117.86,1579.58,214.18,4695835,3516845,749549,2122401,2104218,2756218,82.33900199,33.29820882,Industrials, Wisconsin,
COL,2017,197,1766.6,138.2,4764485,3885005,577502,1871473,1826656,2509117,90.07191861,74.11349012,Industrials, Iowa,
ROP,2017,230.7764,1123.6532,286.739,37080500,35338520,6667950,8852255,3452087.5,9635755,12.91234308,8.89783907,Industrials, Florida,
ROST,2017,303.1435,3394.271,337.7445,19000186,15650085,5450012,7807130,6110612,8954380,67.67115915,65.38054484,Consumer Discretionary, California,
RCL,2017,377.2438,2137.4896,529.1268,18725898,14060064,3869852.5,5330396,4684278.5,6138088.5,90.36369819,89.36844186,Consumer Discretionary, Florida,
CRM,2017,4.6725,2483.1045,463.14175,20563019,13479913,4373238,11300685,9203589,12450685,82.41537783,82.57430233,Information Technology, California,
SBAC,2017,21.7816,428.836,170.2116,4804250.5,3551288.5,786650,2819683.5,2777588.5,3319683.5,15.8972035,0.645095645,Real Estate, Florida,
SCG,2017,1,1093,-8.6,6568843.5,5323344,1120170.5,1741800,1716117.5,2386435.5,16.34423918,20.12200878,Utilities, South Carolina,
SLB,2017,-341.8,7509.4,983,24017035.5,16897208.5,4056914,6836208,6525997.5,7786208,61.9844768,60.94435517,Energy, Kingdom of the Netherlands,
STX,2017,162,2656.5,339.75,15406086,12602142,3999595,6449793,5758618,7964884,91.87948608,76.46005521,Information Technology, Ireland,
SEE,2017,193.92,1112.6,117.9,15033255,13066841.5,1555436.5,2033108.5,1386823.5,2518469,29.44758673,39.08559578,Materials, New Jersey,
SRE,2017,127.2,2815.4,-155.2,13788607.21,11307483.21,2412863.5,6276894.5,4686569.282,7076894.5,82.09657937,20.31211653,Utilities, California,
SHW,2017,395.0584,3553.2758,387.4628,8219015.5,6760396.5,1532288.5,4664892.5,2758940,5618215,20.07786701,47.57906919,Materials, Ohio,
SPG,2017,468.6452,1392.9214,643.1704,8600193,7478428.5,1495686,1633182,1261695.5,3906528.5,61.31208147,38.68450708,Real Estate, Indiana,
SWKS,2017,205.7,947.25,261.9,13652698,11429237,4802995,7124788,2180448,7924788,66.11310636,37.24825506,Information Technology, Massachusetts,
SLG,2017,29.8254,377.143,35.9658,24669231,23065325.5,9000361,10161852,2930245,10961852,41.66178238,55.70048897,Real Estate, New York,
SNA,2017,140.8,992.86,132.08,6278888.5,4890781,1007723.5,3434360,2493737,4000347,38.23300294,18.40637632,Consumer Discretionary, Wisconsin,
SO,2017,217.6,5642.4,-579.6,18080896.5,14025491,3395196,5585228,5203073.5,6214586.5,29.34884078,30.29478736,Utilities, Georgia,
LUV,2017,799.6,5243.8,368.2,12779484.5,8572991,1989994,2754058,2634455,3318181.5,52.41620761,73.32108293,Industrials, Texas,
SPGI,2017,406.8,1492.6,446.8,12197500,9925000,3025000,4032570.5,2639837,5207286.5,83.18662392,76.98299866,Financials, New York,
SWK,2017,296.42,3143.66,303.52,15972012,12216893.5,3436183.5,7814120,4540110.5,8590370,63.40728617,48.50509265,Consumer Discretionary, Connecticut,
SBUX,2017,1026.98,5692.08,822.46,23102179,16676336,5914248,10325556,4972179,11480364,94.65383879,93.68620806,Consumer Discretionary, Washington,
STT,2017,554,2881,1234.8,23851200.5,20372545.5,5817499.5,9005080,7671189.5,9850697.5,72.14574882,94.75926403,Financials, Massachusetts,
SRCL,2017,12.15,897.4206,90.4622,2610558,2053592,472676,1166460.5,1166460.5,1699250,12.1956169,0.565763521,Industrials, Illinois,
SYK,2017,306,3120.2,295.2,11715870,9345463.5,1912624.5,4093595.5,3574805.5,4714595.5,34.24192721,42.71909911,Health Care, Michigan,
STI,2017,547.8,2409.4,980.6,11859018,9536550.5,3026961.5,4568294.5,2991614,5244336,1.072235354,19.60422069,Financials, Georgia,
SYMC,2017,263.5,1184.75,229.75,27660574,18117363,6039114,8039231,7125049,8909231,98.44400626,92.72048416,Information Technology, California,
SYF,2017,502.2,4145.4,2136.4,10393608.5,8959453.5,1658309,3146431.5,2473672,3927431.5,14.03287836,2.100701596,Financials, Connecticut,
SNPS,2017,34.14075,681.22,141.05925,5877404,4699985,1849978,6127152,3273264,6652152,28.28517858,50.52377002,Information Technology, California,
SYY,2017,294.0738,14092.8798,422.1272,10299271,7997614,1802252,5024398,3593032,5824398,50.25594962,55.16689132,Consumer Staples, Texas,
TROW,2017,375.52,1180.64,-17.94,8667698.5,6900131.5,2375038.5,8807742.5,7330972,9152350.5,62.64621108,64.80239087,Financials, Maryland,
TPR,2017,103.82,1304.92,196.18,13104680,10351376,3500007,5191260,3765016,6104722,48.35701567,53.9778312,Consumer Discretionary, New York,
TGT,2017,661.75,17502.25,1158.5,28488235,21542761,6812539,7076343,5730643,7948843,74.31500887,88.08804433,Consumer Discretionary, Minnesota,
TEL,2017,308.5,3382.5,363.5,9681517,6573890,1980176,7196300,3573585,8238223,72.94557211,54.34579119,Information Technology, Switzerland,
FTI,2017,-9.44,3420.92,-4.9,20218659,15953935,5937996,8052142,6599441,9076071,85.63164424,85.94305424,Energy, United Kingdom,
TXN,2017,945.8,3675,1189,14650197.5,10450088.5,3250029.5,9003224,7215147.5,9850099,76.55882296,83.46323029,Information Technology, Texas,
TXT,2017,104.2,3604.6,247.4,9556232.5,9010769,1826206,4132306.5,1861458,5097691.5,37.66411507,17.45902197,Industrials, Rhode Island,
TMO,2017,570.9,5174.24,913.82,16213707,13172319,3132227,8780506,3982226.5,9666762.5,69.60197864,59.57938784,Health Care, Massachusetts,
TIF,2017,116.475,1016.275,130.225,7800323,6971419,2979811,6860877,1759058,7085848,80.45092766,70.1062267,Consumer Discretionary, New York,
TWX,2017,1108,7832.4,1085,29504384.5,27944242.5,3876648.5,8450882,4236558,13499223.5,71.40780842,54.28227109,Consumer Cyclical,New York,
TJX,2017,602.15,8592.89775,589.736,23041400,17144900,5000075,13502967,6128081,14502969,85.84941566,76.12711908,Consumer Discretionary, Massachusetts,
TMK,2017,317.8296,1026.1348,363.9708,6545620,5103990,2111650,6351340,2921864,7234849.5,16.80791757,1.6800755,Financials, Texas,
TSS,2017,132.027,1212.0378,192.6008,5886691,4534348,1439722,3070412,1735804,3705709.5,46.6577567,47.35248756,Information Technology, Georgia,
TSCO,2017,109.2364,1834.5848,137.453,2684664.5,2204738,449934,1838899,1337976.5,2527072.5,61.00382265,67.42470837,Consumer Discretionary, Tennessee,
TDG,2017,182.3324,872.4516,199.0482,0,0,0,17557039,13566270,17719539,7.635220374,5.399622197,Industrials, Ohio,
TRV,2017,599.8,7219,994.8,15391272,10758807,2471276.5,8835593,7487735.5,9823093,24.06056128,44.93783043,Financials, New York,
TRIP,2017,-3.6,374.4,40.6,22926446.5,21438984,3774925,5262848.5,4359971,6066952,10.62241681,52.02182625,Consumer Discretionary, Massachusetts,
FOXA,2017,963.4,7406.6,549,28633317,22470516,8533112,17613842,17315944,20613842,14.82991837,63.96128576,Consumer Discretionary, New York,
FOX,2017,963.4,7406.6,549,28633317,22470516,8533112,17613842,17315944,20613842,14.82991837,63.96128576,Consumer Discretionary, New York,
TSN,2017,681,9697.8,472,16535749,10969966,3886345,7800700,5150092,8905623,38.31039811,6.687045577,Consumer Staples, Arkansas,
UDR,2017,71.8422,247.7598,-2.5126,9777284,7325356.5,1510803,2520050,2403729.5,2970050,27.13272025,38.67093191,Real Estate, Colorado,
ULTA,2017,121.81975,1381.872,52.64425,3310353,2912067,493590,1750133,1749054,2330507,51.40961585,4.441383643,Consumer Discretionary, Illinois,
USB,2017,1539.2,5944.8,1714,17726250,13432500,4415625,9462317,3913532,10333086,28.77761908,60.21076795,Financials, Minnesota,
UAA,2017,10.9944,1256.8684,57.3064,21625000,20150000,4500000,4924231,2844251.5,5381826.5,29.35609796,14.41058514,Consumer Discretionary, Maryland,
UA,2017,10.9944,1256.8684,57.3064,21625000,20150000,4500000,4924231,2844251.5,5381826.5,29.35609796,14.41058514,Consumer Discretionary, Maryland,
UNP,2017,2371.2,5281.6,1029.8,9366197.5,7260697.5,1830231,4639621,2997433,6607954.5,66.59548498,62.8621648,Industrials, Nebraska,
UAL,2017,506.2,9358.8,-165.6,22316249,17512873.5,3992402.5,6379986,5661812,8441127.5,19.09426196,51.74281894,Industrials, Illinois,
UNH,2017,2448.4,49738.8,1935.8,27432946,19900096.5,6637642.5,13726331.5,12176661.5,14857485.5,44.01127777,76.17383924,Health Care, Minnesota,
UPS,2017,935.8,16599.6,-753.2,21145504,15502247.5,3289498.5,4758153,4569061,5332602,36.33340029,87.25689996,Industrials, Georgia,
URI,2017,299.8,1632.8,106.8,16639083,13588163,2159557,3093259.5,2990778,3709753.5,58.88470504,42.23801561,Industrials, Connecticut,
UTX,2017,1113,14899.2,952,12446366,10260403,2751733,4448725.5,4610671,6289992.5,41.49835561,38.80331642,Industrials, Connecticut,
UHS,2017,185.3022,2577.11,139.7162,1750064.5,1750064.5,0,2941645.5,2013017.5,3678184,8.570954223,2.394547003,Health Care, Pennsylvania,
UNM,2017,248.44,2816.66,302.56,8534837,7421393.5,996841,2271040.5,2069384,2876809.5,7.211038652,37.27939159,Financials, Tennessee,
VFC,2017,175.8512,3027.3804,539.2792,11628030,8899955,3385197,7270462,4538565,8048058.5,39.11645299,49.28616042,Consumer Discretionary, North Carolina,
VLO,2017,886.4,22117.8,947,21703257,18495691,4372416,8421369.5,4835573.5,9331369.5,28.04195228,30.66048294,Energy, Texas,
VAR,2017,29.275,685.775,111.175,8344000,7544000,1624000,2634585,2263739,3299521,78.85120008,76.40933836,Health Care, California,
VTR,2017,312.8214,889.9724,164.532,20854692.5,16487920,3219557.5,5367144,5157364.5,5970644,59.12526596,59.40237396,Real Estate, Illinois,
VRSN,2017,112.56,290.2732,172.2178,14453800.5,12826135.5,2759855,3315123.5,2791187,3865123.5,44.89352296,47.1417083,Information Technology, Virginia,
VRSK,2017,132.88,530.26,117.7108,5814870,4399934,1399965.5,2534465,1864426.5,3099565,7.459128061,18.07849717,Industrials, New Jersey,
VZ,2017,6919.2,31674.8,1435.6,35388949,26034576,7921936,9441142,7577188.5,10372873,54.5262179,82.01882747,Telecommunication Services, New York,
VRTX,2017,59.2858,589.4716,175.1034,22682835,15575263,3150084,6123259.5,5082186.5,6854442,24.14163788,8.182203378,Health Care, Massachusetts,
VIAB,2017,482.2,3267.2,292,8915272,8495258,1350015,17545927,4789506,20315158,57.59275658,49.28788928,Consumer Discretionary, New York,
V,2017,1844.2,4644,2224.4,41962088,28341914,11883298,8964497,8667282,21734454,72.98094092,76.76377594,Information Technology, California,
VNO,2017,178.9452,542.6104,63.908,16962540,16051511.5,3980584.5,6349506.5,3910468,8146587.5,32.19868255,77.42315895,Real Estate, New York,
VMC,2017,142.7572,952.6542,84.3088,6874333.5,5614887,1984313.5,4502255,2341820,5288922,17.98732743,1.431901432,Materials, Alabama,
WMT,2017,2861,123753,4639.25,274002428,264324332,15224706,21073154,11480831,22352143,6.82448174,91.43677624,Consumer Staples, Arkansas,
WBA,2017,961.25,30113.25,1583,20317566,16254102,7111185,7787520,7585928,8678926,22.44932746,14.70330772,Consumer Staples, Illinois,
DIS,2017,2680.6,14097.6,1990.2,16082740,12884427,1950118,7623505,7111541,8946582,80.5089518,65.80578532,Consumer Discretionary, California,
WM,2017,456.8,3589,409.6,13908522.5,10956329.5,2576039.5,3987492.5,3009299.5,4702971.5,25.53330071,71.78792607,Industrials, Texas,
WAT,2017,38.9378,587.573,152.6798,4101076.5,3375864,1207567.5,5284423.5,2252004.5,6026694,32.89022362,42.46270876,Health Care, Massachusetts,
WEC,2017,279.92,1922.3,15.62,9836256.5,8431178,1929739.5,6683232,2371336.5,8090253.5,56.20496851,38.17918251,Utilities, Wisconsin,
WFC,2017,5493,24197.2,4686.6,54775281,33250113.5,9750044.5,10334435.5,8272874.5,12477552,6.756699172,72.06760773,Financials, California,
WELL,2017,174.4324,1078.9922,-68.0626,17935698,13746521,2642227,3819583.5,3296556.5,4304083.5,75.53931361,64.41319767,Real Estate, Ohio,
WDC,2017,96.5,5002,904.5,25725078,20511434,5319476,8717307,7476606,9517307,59.76351991,39.81283209,Information Technology, California,
WU,2017,-182.42,1379.2,172.68,10469950,8308250,1678700,2629650,2136800,3207900,50.9134133,50.77262946,Information Technology, Colorado,
WRK,2017,368.66,3750.74,254.26,17706662,13666342,3466067,3662921,3618681,4401181,50.79248366,3.312594268,Materials, Virginia,
WY,2017,226.6,1758.4,84.8,12902922,9178793,1442559.5,4076531,3377822.5,4628377,63.0656523,59.98872922,Real Estate, Washington,
WHR,2017,106,5381.8,331.6,14608061.5,11064756.5,3246525,5537867,4138834,6583700.5,55.98922151,35.21079814,Consumer Discretionary, Michigan,
WMB,2017,431.8,2045.8,272.2,14669238.5,9957466.5,2559201.5,5092702.5,3342980,5758616,4.593397013,26.09286036,Energy, Oklahoma,
WLTW,2017,120.4,2025.8,161.4,20628618,17652918,3262773,8638232,3393652.5,9750703.5,14.26687429,33.98277521,Financials, United Kingdom,
WYN,2017,207,1373.2,197.6,21325000,13675000,3150000,7717471,4582156.5,8351228,92.87771233,77.01839237,Consumer Cyclical,New Jersey,
WYNN,2017,172.1962,1510.9756,191.903,33213150,30847500,8250000,13215668,7029564.5,14715668,26.68925794,35.73923018,Consumer Discretionary, Nevada,
XEL,2017,274.8794,2839.765,-133.8388,12046961,9299083,1909052.5,2452833.5,2263816,2939083.5,79.29884413,73.80521256,Utilities, Minnesota,
XRX,2017,-129.6,2599.8,90.4,18353343.5,14287554.5,3437511.5,4467531,3859613.5,5252418.5,87.76007191,91.60109475,Information Technology, Connecticut,
XLNX,2017,128.3986,612.2564,184.119,8634960,6594360,1181400,1878134,1730102,2298134,55.90780602,47.99432059,Information Technology, California,
XL,2017,-51.1396,2844.2948,59.9334,12255180.5,9523830.5,2812525.5,6838077,4207726.5,8063077,31.24071806,1.6800755,Financials, Bermuda,
XYL,2017,76.2,1160.4,139,7416160.5,5908787,1266275,2126787,1256201.5,2665171.5,80.02795491,76.25299775,Industrials, New York,
YUM,2017,328.6,1552.8,231.8,10411371,7562632.5,1700059.5,6268174,4952641,7081154.5,4.55576308,56.48167971,Consumer Discretionary, Kentucky,
ZBH,2017,376.68,1966.46,313.54,11870249,10370105,2375102,5400799,3216012.5,6035314,67.2514756,53.173576,Health Care, Indiana,
ZTS,2017,203.6,1316.8,269.6,8587149.5,6583149.5,1133276.5,3115061.5,2107321.5,3907588.5,44.4621677,25.77114218,Health Care, New Jersey,
MMM,2016,1217.6,7481.4,1426.8,10754000,8393627,1518610.5,5363484,4395551.5,6030834,95.14761364,83.16796095,Industrials, Minnesota,
ABT,2016,433.4,5208.2,532.4,11849441,9145358,2012036,5547331,4381725,6534602.5,51.99022857,81.12850162,Health Care, Illinois,
ABBV,2016,1494,6407.6,1676,22180632,16160001.5,3391357,7257708,6796566.5,8222585,77.41660778,76.14538832,Health Care, Illinois,
ACN,2016,1074.36725,8834.32,1163.40875,23742249,18802233,2807747,4399858,4292670,5535983,81.75982418,87.13589035,Information Technology, Ireland,
ATVI,2016,225.2,1592,602.8,21263680.5,21263680.5,4775174.5,9753275,7940797.5,10594126,59.66209286,23.63644612,Information Technology, California,
AYI,2016,76.025,851.5,67.55,5333602,5333602,1000141,14675516,6329895,15275516,6.852018949,3.684816528,Technology,Georgia,
ADBE,2016,292.1955,1463.6075,498.98075,36975481,27669749,5142357,5780630,5521044,6454350,95.42401462,94.30570227,Information Technology, California,
AAP,2016,102.8882,2320.2448,81.187,9820475.5,9394759,1450109.5,1961767,909250.5,2567394.5,12.09018069,46.08325469,Consumer Discretionary, Virginia,
AES,2016,-243,3184.2,109.4,9220603.5,7954025.5,2244132.5,3245482.5,1768559.5,3928482.5,67.4654848,56.74945751,Utilities, Virginia,
AET,2016,518.4,15640.6,896.66,14410346,12130266.5,4375116,8876677.5,6623501.5,9497109.5,25.18592004,68.26265826,Health Care, Connecticut,
AMG,2016,124.04,556.86,274.88,22422500,19782500,5775000,9120342.5,7122100.5,9620342.5,4.462627397,0.335426987,Financials, Massachusetts,
AFL,2016,677.8,5575.6,1598.6,17876091,15938366.5,5394819,8123373.5,5360503,9098373.5,67.17880158,41.74885872,Financials, Georgia,
A,2016,115,1050.5,163.5,13052228,10727185,2747816,3906295,3332395,4394271,93.98269103,91.95215535,Health Care, California,
APD,2016,186.18,1877.24,405.7,11188655,9380819,1270434,3745660,3621458,4345660,67.9074757,75.8307719,Materials, Pennsylvania,
AKAM,2016,80.9104,583.8416,144.7556,15511278.5,12764616.5,2913535,3349620.5,2841118,3887736.5,50.99877589,74.56696136,Information Technology, Massachusetts,
ALB,2016,163.5854,679.9626,103.9392,5404284.5,4483327.5,828089,2315799.5,1556980.5,2793299.5,51.93296365,45.20069463,Materials, Louisiana,
ARE,2016,-4.7792,229.1322,-254.576,21254532.5,14942416.5,3599938,4308301,3716298.5,5683832,3.649635036,62.04379562,Real Estate, California,
ALXN,2016,93.16,756.96,173.0574,18398963.5,11876101,3469864.5,9353002.5,4056399.5,10220502.5,26.12325799,21.5818813,Health Care, Connecticut,
AGN,2016,2868.5,3635.5,513.12,0,0,0,7512678,3416309,10762678,63.84046868,41.86106766,Health Care, Ireland,
ADS,2016,138,1777.4,506.08,12011890,8789176.5,1899609,2514103,2440413,3147633,18.09974506,68.76922351,Information Technology, Texas,
LNT,2016,83.66,812.02,-93.84,4832930,4075488,744709.5,1443553,946501.5,1907389,41.78453542,23.05041788,Utilities, Wisconsin,
ALL,2016,473.2,9045,905.2,10410277.5,8156525,1735025.5,4676542,3585981,5486590,51.25288616,80.63111229,Financials, Illinois,
GOOGL,2016,4880.2,22320.2,6069.4,180945329.5,180945329.5,31682863.5,32040307.5,9768365.5,35062807.5,86.14441684,87.50765374,Information Technology, California,
GOOG,2016,4880.2,22320.2,6069.4,180945329.5,180945329.5,31682863.5,32040307.5,9768365.5,35062807.5,86.14441684,87.50765374,Information Technology, California,
MO,2016,3097.2,4813.2,1063.4,31594658,22939605,5731294.5,8055686,7227294.5,8915102.5,48.38401858,48.09567299,Consumer Staples, Virginia,
AMZN,2016,570.6,34346.8,3525.8,62917192,49709634.5,16389807,17191557,11838104.5,17319977,56.60090929,54.99208226,Consumer Discretionary, Washington,
AEE,2016,136.4,1476.8,-28.8,7052350,6215718,1311456.5,2051939,1514879.5,2677939,47.68915271,27.34119338,Utilities, Missouri,
AAL,2016,1191.4,9962.2,-101.8,26457500,19675000,4942500,8284576,5734924.5,8852576,37.59519416,13.01116911,Industrials, Texas,
AEP,2016,216.1,3998.96,-38.34,13324041,10512654,1901127,3198135,3082440.5,3914644.5,63.42751716,36.88051663,Utilities, Ohio,
AXP,2016,1261.4,8522.8,1920.4,27204528,23387686.5,6163563.5,8193644,6567351.5,13444221,45.57172967,70.18120832,Financials, New York,
AIG,2016,-538,13239.6,605.2,25608506,16012063.5,4048088.5,7264818,5972569,8987112,49.75241552,54.77372902,Financials, New York,
AMT,2016,237.824,1413.152,486.3406,17610259,12255109.5,2752524.5,4578590,4517573,5350943.5,56.4926737,87.18085618,Real Estate, Massachusetts,
AWK,2016,113.4,817,-33.4,3352456.5,2562774,711481,1668215,1456299,2212348,73.08697808,74.30675353,Utilities, New Jersey,
AMP,2016,334.2,2969.4,581.2,9438500,7423000,1496000,6016754,4975699,6691754,2.466941739,52.50365186,Financials, Minnesota,
ABC,2016,335.035,37003.7902,429.2488,8459938,6419985,1200002,2661939,2569594,3368478,33.37564822,1.686576778,Health Care, Pennsylvania,
AME,2016,129.7998,965.614,173.8326,3764090,3120990.5,845424.5,2358185.5,1367329.5,3654031,4.686630574,5.882256185,Industrials, Pennsylvania,
AMGN,2016,1904.4,5705.4,2422.2,22754372,17624665.5,5699929.5,8432515.5,5340404,9874243,46.33349645,73.78064996,Health Care, California,
APH,2016,204.58,1543.38,233.56,0,0,0,1733874.5,1663402,2184413.5,40.61530897,15.08311083,Information Technology, Connecticut,
APC,2016,-864.2,2054.2,-290.8,18886471,15311690,3936446.5,6234048.5,5710925,7135971.5,46.06365171,25.93175888,Energy, Texas,
ADI,2016,215.416,855.35225,288.3745,8467121,6430651,1429070,5636676,2569462,6105964,82.61915046,74.32778719,Information Technology, Massachusetts,
ANDV,2016,157.6,6171,79,16028113,13430551,1825915.5,3309702.5,3106661.5,3980162.5,53.45720456,11.54209761,Energy, Texas,
ANSS,2016,66.7314,248.0224,93.1058,15835427.5,12765983,3647392.5,4149751.5,1856516.5,5128051.5,26.38388711,35.23724294,Information Technology, Pennsylvania,
